Id,Sales
1,5837.59
2,9122.0205
3,10590.93
4,7257.311
5,8688.888
6,6823.22
7,9568.69
8,9592.723
9,6333.086
10,6900.583
11,8443.075
12,9430.317
13,8626.588
14,8507.524
15,7075.9756
16,6124.078
17,7051.552
18,11531.165
19,12144.313
20,11977.145
21,9241.256
22,5821.592
23,7071.7515
24,5526.156
25,10256.217
26,12869.948
27,10550.886
28,6864.6416
29,6851.7974
30,5879.9927
31,7534.9595
32,12204.297
33,8392.776
34,5856.091
35,6023.2173
36,8723.856
37,5189.518
38,8611.535
39,5682.0337
40,7889.328
41,7982.3696
42,7023.7793
43,8722.531
44,8008.288
45,6432.743
46,7985.9424
47,8116.582
48,12590.432
49,7181.3384
50,10341.957
51,8778.324
52,11056.285
53,8269.375
54,11264.378
55,6184.476
56,7277.7964
57,7514.8726
58,7563.606
59,10324.628
60,9169.855
61,6702.261
62,8430.412
63,7479.551
64,11377.997
65,5730.094
66,13108.919
67,6151.8096
68,7302.38
69,9064.429
70,7120.0913
71,6836.8853
72,7955.5967
73,8470.398
74,7027.8423
75,6669.268
76,8429.524
77,8542.832
78,8558.532
79,6317.8506
80,9179.237
81,12460.589
82,7820.432
83,6101.495
84,8165.755
85,6971.1543
86,7507.1226
87,8198.474
88,5071.74
89,8880.993
90,8109.4487
91,8192.451
92,8604.818
93,5887.654
94,7550.2046
95,6662.5146
96,8780.414
97,8770.541
98,5629.7915
99,5338.628
100,8119.719
101,7195.7036
102,8023.1284
103,9119.9
104,8147.649
105,8277.339
106,7244.3027
107,6169.605
108,8257.447
109,9892.598
110,9450.225
111,9522.243
112,9603.109
113,7431.82
114,9975.337
115,7539.6094
116,8702.192
117,10232.634
118,7999.217
119,10267.582
120,9365.007
121,9117.095
122,7739.4033
123,9132.512
124,8965.424
125,6572.0137
126,5227.1753
127,7316.053
128,9190.123
129,6910.164
130,6739.0435
131,9639.738
132,7834.304
133,7102.447
134,6756.004
135,6562.8804
136,9140.036
137,8301.632
138,8095.3965
139,7397.2505
140,6886.5327
141,8240.017
142,4871.3403
143,7977.4526
144,6430.4966
145,9325.615
146,8141.76
147,7411.1924
148,11761.516
149,7306.575
150,6888.084
151,12240.136
152,7633.778
153,9021.4
154,8397.02
155,6281.0986
156,7689.077
157,6835.7573
158,9173.348
159,13123.908
160,7166.5156
161,4156.8374
162,6053.072
163,9348.265
164,9820.462
165,7608.5186
166,8401.813
167,6015.745
168,6637.091
169,4731.135
170,5927.3247
171,7264.165
172,8289.092
173,8312.277
174,8125.383
175,9299.679
176,9347.768
177,8911.155
178,6859.5376
179,10277.22
180,12953.022
181,7046.8193
182,8511.644
183,6385.2695
184,8203.271
185,5540.738
186,8342.846
